station,state,lat,long,value,p_value,trend
USC00381588,SC,34.7028,-79.8822,-18.64207792,3.4515287878306503E-4,decrease
USC00381770,SC,34.6603,-82.8233,0,0.46510652876338998,none
USC00381944,SC,33.9917,-81.0247,30.75324675,1.31572855857821e-06,increase
USC00381997,SC,33.8314,-79.0558,-9.544736212,4.8410516039665397E-2,decrease
USC00382260,SC,34.3011,-79.8767,0,0.41019461399185497,none
USC00383468,SC,33.3619,-79.2239,0,0.82047234939581903,none
USC00383754,SC,34.1997,-82.1711,0,0.57023363782406,none
USC00385017,SC,34.4989,-82.0219,0,0.179696190363553,none
USC00385200,SC,34.1994,-81.4144,-22.81454545,9.1100762104203705E-4,decrease
USC00386209,SC,34.2917,-81.6208,0,0.64730753422338405,none
USC00386527,SC,33.4889,-80.8742,0,0.499138392465792,none
USC00387631,SC,33.9919,-81.7714,0,0.653146208414916,none
USC00387722,SC,34.635,-81.5206,0,0.69465406900124604,none
USC00388426,SC,33.0367,-80.2325,0,0.64947142756951903,none
USC00388440,SC,33.935,-80.3478,-12.75844156,2.8728900347605699E-2,decrease
USC00388887,SC,34.7544,-83.075,0,0.90483600356498095,none
USC00389327,SC,34.3706,-81.0825,0,0.84626621909210697,none
USC00389350,SC,34.9378,-81.0375,0,0.839748429863997,none
USC00389469,SC,32.7019,-80.8517,0,0.14013618430604899,none
USC00390043,SD,43.4894,-99.0628,-11.10857143,1.6473229743408601E-2,decrease
USC00390128,SD,43.6514,-97.7981,0,0.159220460748736,none
USC00391392,SD,43.3111,-96.5878,-23.58392198,7.30227135090433e-06,decrease
USC00391739,SD,44.8817,-97.7325,-15.1547619,6.9214756746290296E-3,decrease
USC00391972,SD,43.9611,-101.8606,0,0.73874368125105605,none
USC00392429,SD,45.0469,-101.6022,0,0.28955691125147698,none
USC00392797,SD,45.7656,-99.6222,-11.7838961,8.0020463841187894E-3,decrease
USC00392927,SD,45.0325,-99.1225,-11.53246753,5.9368199415130102E-3,decrease
USC00393029,SD,44.0683,-98.0833,0,0.19934424313306801,none
USC00393217,SD,44.0569,-99.0719,0,0.29663779469478901,none
USC00393832,SD,44.5139,-99.4422,-9.378701299,5.1930592612509603E-2,decrease
USC00394007,SD,43.4378,-103.4739,0,0.42753207976375301,none
USC00394037,SD,44.0122,-97.5317,-16.25246753,3.9176295702032701E-4,decrease
USC00394516,SD,43.9025,-99.8581,0,0.374556010795912,none
USC00395456,SD,45.155,-98.5825,-20.12315347,1.3587189307217901E-4,decrease
USC00395481,SD,43.2358,-97.5714,-10.71272727,3.2428166129759198E-2,decrease
USC00395536,SD,45.2836,-96.6689,-12.0558158,3.2995267190459802E-2,decrease
USC00395891,SD,43.8878,-100.7075,-7.529350649,5.1621770602884802E-2,decrease
USC00396947,SD,44.1206,-103.2842,-10.22702703,1.61281370507411E-2,decrease
USC00398622,SD,42.7625,-96.9194,-9.862388006,3.7121102965422301E-2,decrease
USC00399442,SD,43.4989,-100.4814,-14.73967733,2.77472952777027E-4,decrease
USC00401790,TN,36.5472,-87.3353,0,0.28095762400763802,none
USC00402024,TN,34.9939,-84.3758,-25.56025845,5.34919876292422E-4,decrease
USC00402108,TN,35.5497,-89.7,-14.73869886,3.5642584166073202E-2,decrease
USC00402202,TN,36.0147,-85.1314,0,0.31392945243214498,none
USC00402489,TN,36.075,-87.3958,-31.76103896,1.04511546822033e-05,decrease
USC00402589,TN,36.4819,-87.8628,-21.07220779,1.4120694275536201E-3,decrease
USC00404561,TN,35.6214,-88.8456,0,0.78940665059090198,none
USC00405187,TN,35.4139,-86.8086,17.31428571,1.28901233882277E-2,increase
USC00405882,TN,35.6722,-85.7811,0,0.59030100428787702,none
USC00406371,TN,35.9203,-86.3728,0,0.107583766153168,none
USC00406534,TN,35.9833,-83.2008,-20.31168831,7.2526429847280505E-4,decrease
USC00407884,TN,36.4161,-82.9839,-21.44311688,4.9113252171382701E-4,decrease
USC00409155,TN,35.3453,-86.2089,-10.37402597,9.1799650137436697E-2,decrease
USC00409219,TN,36.3925,-89.0317,-12.15168831,5.6649957380009698E-2,decrease
USC00409502,TN,35.3042,-87.7592,-12.37506494,3.25701728409774E-2,decrease
USC00410120,TX,32.7047,-99.3011,-17.58753247,2.69741385818421E-2,decrease
USC00410174,TX,30.3764,-103.66,26.97397995,1.8597867147304901E-4,increase
USC00410493,TX,31.7414,-99.9764,0,0.70032073775580095,none
USC00410498,TX,30.9839,-103.7408,-14.15835438,4.0090906714217896E-3,decrease
USC00410639,TX,28.4575,-97.7061,0,0.706348307171761,none
USC00410832,TX,30.095,-98.4142,-15.92829816,3.3545850237339699E-2,decrease
USC00410902,TX,29.7986,-98.7353,13.76207792,5.7073105486006297E-2,increase
USC00411048,TX,30.1592,-96.3972,-19.18545455,1.6222594820572499E-2,decrease
USC00411138,TX,31.7228,-99.0142,18.3426877,7.76771400704646E-3,increase
USC00411772,TX,33.6164,-95.0717,0,0.44139977782381501,none
USC00412019,TX,32.1225,-96.4867,0,0.20241061418665801,none
USC00412121,TX,33.6608,-101.2778,0,0.92435151330764598,none
USC00412266,TX,29.0567,-96.2319,0,0.50882813292838003,none
USC00412598,TX,32.0628,-98.3047,0,0.40156771780277301,none
USC00412679,TX,28.7569,-100.4792,-16.90483747,2.12564592086191E-2,decrease
USC00412906,TX,27.9775,-99.3847,-14.38836669,5.6082452106372901E-2,decrease
USC00413063,TX,27.1353,-98.1203,-13.85834713,9.9838187656694097E-2,decrease
USC00413183,TX,29.6339,-97.0644,0,0.58569231765182606,none
USC00413280,TX,30.9072,-102.9153,10.1915067,5.2632152158751E-2,increase
USC00413734,TX,33.1678,-96.0983,0,0.173380029226013,none
USC00413873,TX,29.4706,-96.9397,0,0.58553818239807198,none
USC00413992,TX,33.1644,-99.7389,0,0.70996944195292899,none
USC00415018,TX,31.0717,-98.1847,-16.41905594,7.5947288055532899E-2,decrease
USC00415196,TX,30.0592,-94.795,-14.6949278,3.7056615242771797E-2,decrease
USC00415272,TX,30.7425,-98.6542,0,0.80439011601840005,none
USC00415429,TX,29.6756,-97.6578,20.86545455,5.9976186128348503E-3,increase
USC00415618,TX,32.4892,-94.3289,0,0.13364503335486899,none
USC00415707,TX,31.1331,-102.2217,9.598602864,6.4885335902311797E-2,increase
USC00415875,TX,35.6936,-100.6392,0,0.15643509489861901,none
USC00416135,TX,34.2192,-102.7328,0,0.19691770067171799,none
USC00416276,TX,29.6597,-98.1636,-36.76612274,5.00619241065428e-05,decrease
USC00416794,TX,33.6744,-95.5586,0,0.10096859429121199,none
USC00417079,TX,34.1892,-101.7022,0,0.107725365315749,none
USC00417336,TX,34.2761,-99.7578,-19.63136365,2.8482674393493699E-2,decrease
USC00417622,TX,26.3769,-98.8117,0,0.38970662269763201,none
USC00418201,TX,32.7131,-102.6597,0,0.979670100813824,none
USC00418433,TX,32.71,-100.9111,0,0.25461852204368002,none
USC00418692,TX,36.4414,-102.0775,0,0.74947806569564801,none
USC00419532,TX,32.7483,-97.77,-19.05662338,4.2543625024804802E-3,decrease
USC00420086,UT,37.4403,-112.4819,22.84675325,2.00592087031398e-06,increase
USC00420738,UT,37.6133,-109.4847,11.72936269,8.0265774459589E-3,increase
USC00420788,UT,37.2825,-109.5575,7.399480519,8.8064835147988504E-2,increase
USC00422101,UT,39.2875,-112.6514,25.56883117,1.56226545004733e-07,increase
USC00422253,UT,40.1703,-110.3978,0,0.51310859673534803,none
USC00422592,UT,37.7686,-111.5978,38.9532758,2.02424581628191e-15,increase
USC00422828,UT,38.9603,-112.3239,0,0.15811300376976301,none
USC00422996,UT,40.2842,-109.8611,21.2425974,2.77205243477051e-07,increase
USC00423418,UT,38.9906,-110.1544,0,0.101632240933464,none
USC00423809,UT,40.4917,-111.4261,26.89562937,3.95179372613678e-05,increase
USC00424508,UT,37.0286,-112.5361,9.918961039,3.8445424605137099E-2,increase
USC00424856,UT,41.8253,-111.3206,-9.265454545,3.0553819699276299E-2,decrease
USC00425065,UT,39.5608,-111.8653,0,0.42440403877190203,none
USC00425186,UT,41.7456,-111.8033,17.33402597,2.04009719670308e-05,increase
USC00425402,UT,39.2583,-111.6308,0,0.45993404914615899,none
USC00425477,UT,38.4492,-112.2239,0,0.113548997056885,none
USC00425733,UT,38.5744,-109.5458,0,0.50462303530139496,none
USC00425826,UT,41.0367,-111.6711,19.85800603,3.99513515696321e-05,increase
USC00426135,UT,39.7119,-111.8319,-16.56935065,2.1735380244436401E-4,decrease
USC00426404,UT,41.2439,-111.9467,0,0.70415829963493803,none
USC00426601,UT,37.8247,-112.4308,17.93813265,1.2724227141567401E-3,increase
USC00426686,UT,37.8831,-112.7711,22.52364251,1.8281606820495401E-4,increase
USC00427260,UT,38.7617,-112.0778,11.94181818,3.4118074360342402E-3,increase
USC00427516,UT,37.1189,-113.6067,11.13328515,1.0249747832787001E-2,increase
USC00427714,UT,39.2453,-112.1067,21.72364676,1.40762780682973e-07,increase
USC00427909,UT,40.5453,-111.5042,29.036526,2.0730632070415999E-4,increase
USC00428119,UT,40.08,-111.6047,9.048311688,1.6827793211962001E-2,increase
USC00428771,UT,40.5353,-112.3217,43.92727273,9.53434532252522e-16,increase
USC00428973,UT,40.3603,-111.8972,19.63429695,1.7838297051768e-06,increase
USC00429111,UT,40.44,-109.5356,0,0.324197424377899,none
USC00429595,UT,41.5147,-111.1594,22.4238961,1.59590251596918e-06,increase
USC00429717,UT,37.2092,-112.9814,13.13766234,1.51305634572008E-3,increase
USC00431243,VT,43.3847,-72.5989,0,0.87842624213695897,none
USC00431580,VT,43.9572,-73.2106,0,0.38375598705164898,none
USC00432769,VT,44.9094,-72.8083,0,0.113912264625339,none
USC00437054,VT,44.42,-72.0194,-8.051948052,2.8304308642480298E-2,decrease
USC00440766,VA,37.2039,-80.4144,0,0.67330600120573303,none
USC00441209,VA,37.0908,-81.3364,0,0.72803561009256001,none
USC00441593,VA,38.0328,-78.5225,0,0.59171597548362098,none
USC00442208,VA,38.4547,-78.9353,0,0.89444762679381495,none
USC00442245,VA,36.5628,-79.3633,0,0.46754011132997703,none
USC00442941,VA,37.2861,-78.4053,0,0.15736772928342699,none
USC00444101,VA,37.2992,-77.2775,0,0.74396302331578201,none
USC00444128,VA,37.9994,-79.8322,0,0.99445652552729402,none
USC00444876,VA,37.7767,-79.4386,0,0.56264817510113196,none
USC00444909,VA,39.1422,-77.7094,-9.885714286,3.6195556569638902E-2,decrease
USC00446626,VA,36.7586,-83.0106,0,0.260760175740199,none
USC00446712,VA,38.2253,-78.1189,0,0.112703172273609,none
USC00447338,VA,36.9769,-79.8961,0,0.88660721850398205,none
USC00448062,VA,38.1814,-79.0903,-11.87636364,6.1800597768407297E-3,decrease
USC00449151,VA,37.3017,-76.7039,0,0.82780200009737304,none
USC00449263,VA,38.9031,-78.4792,-13.10767864,2.14474289731338E-2,decrease
USC00450008,WA,46.9658,-123.8292,-8.644324324,5.2312745987956202E-4,decrease
USC00450729,WA,48.9947,-122.7619,0,0.25423963214991102,none
USC00450945,WA,47.1694,-122.0036,10.15769231,4.3939765735016401E-2,increase
USC00451233,WA,47.4144,-121.7561,-8.163116883,3.5292863698354299E-2,decrease
USC00451276,WA,46.72,-122.9528,0,0.71763937521545795,none
USC00451484,WA,48.9672,-122.3292,8.525714286,1.6676856016157201E-2,increase
USC00451504,WA,47.1889,-120.9131,0,0.50576287675842502,none
USC00451666,WA,48.5558,-119.7492,8.749024603,9.4640284888128104E-2,increase
USC00452007,WA,47.6636,-118.1614,0,0.87985600080224502,none
USC00452030,WA,46.3153,-118.0022,0,0.76320243700842905,none
USC00452505,WA,46.9692,-120.54,9.042078558,2.7114990523704401E-2,increase
USC00452675,WA,47.9753,-122.195,16.17246753,1.5570450417239e-06,increase
USC00452914,WA,47.9558,-124.3539,9.014025974,7.2788629066048204E-3,increase
USC00454154,WA,46.2111,-119.1011,11.43584416,6.9736444187056695E-4,increase
USC00454769,WA,46.1372,-122.9781,14.46089795,1.09872317448922E-4,increase
USC00455224,WA,47.1356,-122.2561,0,0.51851548344138598,none
USC00455946,WA,48.8994,-117.8289,-7.979432854,7.2674449047133799E-2,decrease
USC00456039,WA,47.3331,-118.6961,0,0.31872932152653899,none
USC00456096,WA,48.6117,-122.8064,16.42020079,8.0522691980168797E-4,increase
USC00456610,WA,46.4672,-117.5883,-7.375651167,7.8194504734089301E-2,decrease
USC00456624,WA,48.1139,-123.4317,0,0.82531611833414698,none
USC00456678,WA,48.1161,-122.7586,0,0.19127186904458399,none
USC00456789,WA,46.7603,-117.1861,15.14599452,1.68275931753991e-05,increase
USC00457059,WA,47.1175,-118.3714,0,0.39989169132192698,none
USC00457267,WA,47.0933,-117.5878,0,0.55450611363475399,none
USC00457507,WA,48.4958,-122.2355,0,0.34064755063683799,none
USC00457773,WA,47.5414,-121.8361,0,0.40372725402875798,none
USC00458059,WA,48.3508,-120.7264,17.40489723,3.01077278799847e-06,increase
USC00458207,WA,46.3236,-120.0103,0,0.80931841934411897,none
USC00458773,WA,45.6775,-122.6514,6.393766234,3.72523613721348E-2,increase
USC00459012,WA,47.6497,-120.08,0,0.13681701129961901,none
USC00459074,WA,47.4289,-120.31,12.20155844,5.2762138308832802E-4,increase
USC00459238,WA,47.7681,-118.7239,8.522597403,1.5203384235428699E-2,increase
USC00459376,WA,48.4742,-120.1886,0,0.28771673523040298,none
USC00461220,WV,38.9803,-80.22,0,0.35330261028950799,none
USC00463544,WV,38.9339,-80.8317,0,0.444009065382926,none
USC00465224,WV,37.8567,-80.4042,0,0.92942439330333304,none
USC00466867,WV,39.0736,-79.6339,0,0.77488101736554305,none
USC00467029,WV,37.5742,-81.5356,-36.6838144,1.85833372202837e-07,decrease
USC00468384,WV,38.8008,-81.3583,0,0.32229400128763103,none
USC00469683,WV,38.5278,-81.9153,0,0.54786167307283895,none
USC00470349,WI,46.5831,-90.9678,0,0.68407477827672603,none
USC00471078,WI,42.6181,-89.3867,-7.405714286,9.5763138731151498E-2,decrease
USC00472001,WI,42.6783,-90.1061,0,0.82923838445745301,none
USC00472839,WI,43.7953,-88.4533,-18.34805195,5.53167286516339e-05,decrease
USC00473405,WI,44.1186,-89.5358,-10.63792208,1.53272353685879E-2,decrease
USC00474546,WI,42.8278,-90.7889,-17.49402597,2.4529012185902098E-4,decrease
USC00475017,WI,44.0869,-87.6522,-9.15012987,1.12966267482832E-2,decrease
USC00475120,WI,44.6411,-90.1333,0,0.53567024748965597,none
USC00475255,WI,45.1308,-90.3439,0,0.99717119239074203,none
USC00475474,WI,43.0722,-88.0294,0,0.55836959177867496,none
USC00475516,WI,45.8864,-89.7322,-8.033246753,6.1700822579944699E-2,decrease
USC00475808,WI,44.5378,-90.535,-9.516883117,2.3002609142228101E-2,decrease
USC00475932,WI,44.3586,-88.7189,-14.23176705,1.15674825774671E-3,decrease
USC00476208,WI,44.8919,-87.955,-12.27636364,2.2945805902536E-3,decrease
USC00476330,WI,44.0206,-88.5578,0,0.34488037044892,none
USC00476718,WI,43.5306,-89.4369,-8.03012987,6.6877734840379496E-2,decrease
USC00476827,WI,43.0514,-91.135,-20.86857143,1.73866986871513e-05,decrease
USC00476922,WI,42.7028,-87.7858,-20.75970135,3.61738751261116e-08,decrease
USC00478027,WI,45.8236,-91.8761,-7.998961039,6.06592560466995E-2,decrease
USC00478110,WI,44.9528,-90.9269,-12.23444253,3.3176235006624102E-2,decrease
USC00478827,WI,43.5594,-90.8761,-17.27376623,4.2325184167466e-05,decrease
USC00478919,WI,43.1742,-88.7364,-18.95896104,3.08630421249406e-05,decrease
USC00480140,WY,43.7728,-111.0339,0,0.19810319056110301,none
USC00480540,WY,44.3797,-108.035,7.297297297,3.8632139374818998E-2,increase
USC00481730,WY,41.7594,-104.8222,0,0.88612358336977703,none
USC00481840,WY,44.5022,-109.1111,0,0.33588967921920498,none
USC00481905,WY,44.8694,-104.1553,0,0.97977460828804697,none
USC00482595,WY,43.2281,-108.9492,0,0.75085731546699197,none
USC00482715,WY,43.5397,-109.6553,0,0.131459530674056,none
USC00483100,WY,41.2625,-110.9456,0,0.47158205566360301,none
USC00484065,WY,41.5167,-109.4703,13.43133167,2.1884905027567399E-3,increase
USC00485345,WY,44.5622,-110.3986,13.73485952,4.4368048997256898E-4,increase
USC00486195,WY,43.4131,-106.2772,-14.36339028,1.71119974888136E-4,decrease
USC00486440,WY,43.8567,-110.5889,13.33194805,5.9247722881715604E-3,increase
USC00486660,WY,43.8497,-104.1886,12.71896104,3.47124138871696E-3,increase
USC00487115,WY,43.2458,-108.6942,10.70054054,5.8969191361356796E-3,increase
USC00487260,WY,42.875,-109.8622,0,0.14066320872509799,none
USC00487760,WY,43.0306,-108.3744,0,0.71253088924748897,none
USC00487990,WY,41.4528,-106.8053,0,0.93458554243332603,none
USC00488160,WY,44.8406,-106.8383,0,0.17916260771857001,none
USC00488995,WY,42.0803,-104.2236,0,0.56280094922909996,none
USC00489615,WY,42.1106,-104.9492,0,0.300331754933504,none
USC00489770,WY,44.0114,-107.9683,21.62077922,8.79900297682556e-09,increase
USC00489905,WY,44.9767,-110.6964,15.52727273,2.5394159278388999E-4,increase
USW00003822,GA,32.1314,-81.2022,9.081558442,8.4759675321914599E-2,increase
USW00003870,SC,34.8833,-82.2197,20.62168165,7.7765790996070297E-3,increase
USW00003959,OK,36.7664,-96.0131,0,0.50531224255453,none
USW00004725,NY,42.1997,-75.9847,0,0.75588424193829695,none
USW00012835,FL,26.585,-81.8614,22.72103896,1.7069318784534301E-3,increase
USW00012836,FL,24.5569,-81.7553,0,0.100647615353482,none
USW00012921,TX,29.5442,-98.4839,24.15168831,1.13413114162608E-3,increase
USW00012924,TX,27.7839,-97.5114,29.59376623,1.7089174383154399E-4,increase
USW00012930,LA,29.9167,-90.1303,34.11811461,1.89496304957027e-07,increase
USW00013724,NJ,39.3778,-74.4236,0,0.12643278439554401,none
USW00013734,WV,39.4039,-77.975,0,0.24453030971272399,none
USW00013737,VA,36.9036,-76.1928,6.457142857,7.8914500656478204E-2,increase
USW00013782,SC,32.775,-79.9239,-7.963636364,8.3089788495996006E-2,decrease
USW00013896,AL,34.7439,-87.5997,0,0.13916488165628699,none
USW00013899,FL,30.4761,-87.1858,9.766233766,9.4908643298118295E-2,increase
USW00013970,LA,30.5378,-91.1469,14.11220779,3.0389437907439601E-2,increase
USW00013976,LA,30.1986,-91.9894,0,0.60593207257182002,none
USW00013980,KS,37.155,-98.0283,-10.05571957,6.4248673102158302E-2,decrease
USW00014733,NY,42.9489,-78.7367,0,0.44365059398104201,none
USW00014735,NY,42.7472,-73.7992,0,0.79805290269740403,none
USW00014737,PA,40.6497,-75.4478,0,0.204267262624475,none
USW00014742,VT,44.4683,-73.15,9.745454545,1.2020025134348701E-2,increase
USW00014743,NY,44.5772,-75.1097,-8.479792788,6.4333925189999003E-2,decrease
USW00014757,NY,41.6258,-73.8817,6.942245924,9.7166643222668395E-2,increase
USW00014764,ME,43.6425,-70.3045,0,0.66925123545290599,none
USW00014765,RI,41.7225,-71.4325,11.65194805,1.1187660670818199E-3,increase
USW00014768,NY,43.1172,-77.6753,0,0.10401612302419901,none
USW00014771,NY,43.1111,-76.1039,0,0.37688129377497398,none
USW00014778,PA,41.2431,-76.9217,0,0.189769957764297,none
USW00014804,MI,42.6083,-82.8183,0,0.81573197311732004,none
USW00014860,PA,42.0803,-80.1822,0,0.22836684938812801,none
USW00014922,MN,44.8853,-93.2314,0,0.97969093255533601,none
USW00014924,ND,48.9711,-97.2417,-11.75792208,4.6047277240213796E-3,decrease
USW00014929,SD,45.4558,-98.4133,-8.437402597,4.5497995168350597E-2,decrease
USW00014946,SD,44.9044,-97.1494,-7.805714286,7.0089300638782798E-2,decrease
USW00023009,NM,33.3072,-104.5081,28.55282387,9.97883795951992e-07,increase
USW00023044,TX,31.8122,-106.3775,23.20415584,9.95706187051619e-06,increase
USW00023051,NM,36.4483,-103.1536,25.03765194,1.30541402649594e-06,increase
USW00023170,UT,38.3706,-110.7153,23.53994024,2.38927534588152e-06,increase
USW00023179,CA,34.7678,-114.6183,20.91532468,2.74734811805983e-08,increase
USW00023185,NV,39.5078,-119.7683,24.35324675,5.44276935754255e-09,increase
USW00024018,WY,41.1519,-104.8061,17.8825974,1.35913973708907e-05,increase
USW00024022,WY,41.3164,-105.6728,16.07688312,2.0084423263099901E-4,increase
USW00024025,SD,44.3819,-100.2864,0,0.66832684303559997,none
USW00024027,WY,41.5947,-109.0528,19.62425526,4.94758622942256e-05,increase
USW00024037,MT,46.4264,-105.8833,0,0.66228158425508099,none
USW00024119,NV,40.6117,-116.8917,31.56324324,1.24581468461633e-11,increase
USW00024121,NV,40.8239,-115.7864,17.28623377,4.1344240211537E-4,increase
USW00024128,NV,40.9017,-117.8081,18.43844156,7.80747842256414e-06,increase
USW00024130,OR,44.8431,-117.81,11.83896104,5.2985909815570897E-4,increase
USW00024137,MT,48.6036,-112.3767,12.84051948,6.1889384179853997E-4,increase
USW00024143,MT,47.4733,-111.3828,12.38233766,4.4677253300038001E-4,increase
USW00024144,MT,46.6044,-111.9892,23.41924238,2.09518970807761e-08,increase
USW00024149,ID,46.3744,-117.0153,13.61142857,4.75734407672158e-05,increase
USW00024151,ID,42.1492,-112.2872,0,0.16152214603262599,none
USW00024157,WA,47.6217,-117.5281,8.754285714,9.6296293264902296E-3,increase
USW00024160,WA,46.0944,-118.2858,0,0.154157179075262,none
USW00024193,UT,40.7206,-114.0358,0,0.27654638231947298,none
USW00024213,CA,40.8097,-124.1603,22.77714286,2.78665036016894e-06,increase
,OR,43.4133,-124.2436,15.08987013,,
,OR,44.6431,-124.0556,0,,
USW00093193,CA,36.78,-119.7203,16.6212987,9.32023518702893e-05,increase
USW00093729,NC,35.2325,-75.6222,23.64195067,1.45723253718701E-4,increase
,FL,30.3975,-84.3289,31.05350649,,
USW00093806,AL,33.2122,-87.6156,0,0.61073126028439095,none
,KY,36.9647,-86.4239,0,,
USW00093986,OK,34.9892,-99.0528,0,0.14301311645644901,none
USW00094008,MT,48.2064,-106.6247,0,0.10539562703913199,none
USW00094224,OR,46.1569,-123.8833,5.359758551,7.4371944604536194E-2,increase
,NY,40.7789,-73.9692,0,,
USW00094967,MN,46.8997,-95.0669,0,0.71525181051548803,none
,OR,43.4133,-124.2436,15.07441688,,
,OR,44.6431,-124.0556,0,,
,CA,36.78,-119.7194,12.65309145,,
,NC,35.2325,-75.6219,23.03406593,,
,FL,30.3975,-84.3289,31.31951129,,
,AL,33.2119,-87.6161,0,,
,KY,36.9647,-86.4239,0,,
,OK,34.9894,-99.0525,0,,
,MT,48.2138,-106.6213,0,,
,OR,46.1569,-123.8825,0,,
,NY,40.7789,-73.9692,0,,
,NY,43.145,-75.3839,0,,
,MN,46.9006,-95.0678,0,,
